PDF Path,Text,cleaned_text,final_cleaned_text,entities
43.pdf,"""III. METHODOLOGY

This investigation was conducted pursuant to Executive Decision No 2003/16 on the establishment of the Investigation Task Force. The ITF investigators conducted an enquiry into the allegations raised by interviews with persons indicated to be witnesses and persons potentially implicated in the allegations; by obtaining documents from the Pristina Airport administration and from Pillar IV, which were then analysed for relevance to the inquiry at hand.

IV. BACKGROUND INFORMATION

Pristina International Airport constitutes a state owned enterprise under Yugoslavian law. The assets of the airport include the runways, terminal buildings, hanger, fuel storage facilities and equipment. During the period covered by this investigation, from 2001 until 2003, they were maintained by the Public Enterprise Airport Pristina, (PEAP) in cooperation with Military Units of the Kosovo Force (KFOR). Pursuant to United Nations Security Council Resolution 1244 dated 10 June 1999, and UNMIK Regulation No 1/1999 dated 25 July 1999. UNMIK is mandated to administer the territory of Kosovo, including state owned and publicly owned assets. This includes Pristina International Airport.""",iii methodology this investigation was conducted pursuant to executive decision no on the establishment of the investigation task force the itf investigators conducted an enquiry into the allegations raised by interviews with persons indicated to be witnesses and persons potentially implicated in the allegations ; by obtaining documents from the pristina airport administration and from pillar iv which were then analysed for relevance to the inquiry at hand iv background information pristina international airport constitutes a state owned enterprise under yugoslavian law the assets of the airport include the runways terminal buildings hanger fuel storage facilities and equipment during the period covered by this investigation from until they were maintained by the public enterprise airport pristina (peap) in cooperation with military units of the kosovo force (kfor) pursuant to united nations security council resolution dated june and unmik regulation no dated july unmik is mandated to administer the territory of kosovo including state owned and publicly owned assets this includes pristina international airport,iii methodology investigation wa conducted pursuant executive decision establishment investigation task force itf investigator conducted enquiry allegation raised interview person indicated witness person potentially implicated allegation ; obtaining document pristina airport administration pillar iv analysed relevance inquiry hand iv background information pristina international airport constitutes state owned enterprise yugoslavian law asset airport include runway terminal building hanger fuel storage facility equipment period covered investigation maintained public enterprise airport pristina peap cooperation military unit kosovo force kfor pursuant united nation security council resolution dated june unmik regulation dated july unmik mandated administer territory kosovo including state owned publicly owned asset includes pristina international airport,"[{'span': 'Investigation Task Force', 'label': 'ORG', 'score': 0.9918389916419983, 'char_start_index': 122, 'char_end_index': 146}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9976617097854614, 'char_start_index': 359, 'char_end_index': 375}, {'span': 'Pillar IV', 'label': 'LOC', 'score': 0.9978786706924438, 'char_start_index': 400, 'char_end_index': 409}, {'span': 'Pristina International Airport', 'label': 'LOC', 'score': 0.6685453057289124, 'char_start_index': 503, 'char_end_index': 533}, {'span': 'Public Enterprise Airport Pristina', 'label': 'LOC', 'score': 0.790585458278656, 'char_start_index': 807, 'char_end_index': 841}, {'span': 'Military Units of the Kosovo Force', 'label': 'ORG', 'score': 0.9991554021835327, 'char_start_index': 870, 'char_end_index': 904}, {'span': 'United Nations Security Council', 'label': 'ORG', 'score': 0.615303099155426, 'char_start_index': 925, 'char_end_index': 956}, {'span': 'Kosovo', 'label': 'LOC', 'score': 0.9944473505020142, 'char_start_index': 1093, 'char_end_index': 1099}, {'span': 'Pristina International Airport', 'label': 'LOC', 'score': 0.9926385879516602, 'char_start_index': 1164, 'char_end_index': 1194}]"
44.pdf,"""Conclusions

Although PEAP Official as the responsible official at that time denied that he/she had requested Vendor 2 Representative support for the FIDS supply and cabling procurements, Vendor 2 Representative granted the ITF that he/she acted on PEAP Official’s request.

Nevertheless, PEAP official bears the overall responsibility for his/her department (PEAP), and this investigation proved again that he/she did not fully meet the requirements as manager in a sensitive area like the Airport.

The entire matter has to be seen as an administrative irregularity. It is obvious that international procurement rules had been breached but the Procurement Regulation that was in force at that
time - Financial Agreement 1999/2 - does not indicate cases like described before.

Furthermore, to prove a possible case of corruption, there are not enough indications.""",conclusions although peap official as the responsible official at that time denied that heshe had requested vendor representative support for the fids supply and cabling procurements vendor representative granted the itf that heshe acted on peap officials request nevertheless peap official bears the overall responsibility for hisher department (peap) and this investigation proved again that heshe did not fully meet the requirements as manager in a sensitive area like the airport the entire matter has to be seen as an administrative irregularity it is obvious that international procurement rules had been breached but the procurement regulation that was in force at that time financial agreement does not indicate cases like described before furthermore to prove a possible case of corruption there are not enough indications,conclusion although peap official responsible official time denied heshe requested vendor representative support fids supply cabling procurement vendor representative granted itf heshe acted peap official request nevertheless peap official bear overall responsibility hisher department peap investigation proved heshe fully meet requirement manager sensitive area like airport entire matter ha seen administrative irregularity obvious international procurement rule breached procurement regulation wa force time financial agreement doe indicate case like described furthermore prove possible case corruption enough indication,"[{'span': 'Airport', 'label': 'LOC', 'score': 0.9192720055580139, 'char_start_index': 492, 'char_end_index': 499}, {'span': 'Procurement Regulation', 'label': 'MEDIA', 'score': 0.7970806360244751, 'char_start_index': 647, 'char_end_index': 669}]"
44.pdf,"Allegation

An official of a non-Airport related company, supported the procurement process for the supply of the Flat Information Display System (FIDS) by writing the recommendation and justification for a Single source procurement and also defined the technical specifications. As Vendor 1 was only able to supply but not to cable the FIDS, another tender had to be launched for the FIDS cabling. Winner of this tender was Vendor 2.

Background Information

The Single Source Procurement (Purchase and supply of FIDS) started on 17 October 2002 with a written recommendation and justification by Vendor 2 Representative. The purchase of additional FIDS became necessary because of the expansion of the Passenger Terminal Building. The already existing system had been provided by Vendor 1, therefore the Airport Management decided to choose Vendor 1 again.

The Capital Expenditure Approval and contract were signed on 13 December 2002. The procurement file does not show why Vendor 1 only delivered the FIDS but did not cable it. The need for cabling the FIDS resulted in another tender that commenced in March 2004. According to the procurement file it appeared that Vendor 2 won the Competitive Shopping tender with an amount of 15.919 Euro.",allegation an official of a non airport related company supported the procurement process for the supply of the flat information display system (fids) by writing the recommendation and justification for a single source procurement and also defined the technical specifications as vendor was only able to supply but not to cable the fids another tender had to be launched for the fids cabling winner of this tender was vendor background information the single source procurement (purchase and supply of fids) started on october with a written recommendation and justification by vendor representative the purchase of additional fids became necessary because of the expansion of the passenger terminal building the already existing system had been provided by vendor therefore the airport management decided to choose vendor again the capital expenditure approval and contract were signed on december the procurement file does not show why vendor only delivered the fids but did not cable it the need for cabling the fids resulted in another tender that commenced in march according to the procurement file it appeared that vendor won the competitive shopping tender with an amount of euro,allegation official non airport related company supported procurement process supply flat information display system fids writing recommendation justification single source procurement also defined technical specification vendor wa able supply cable fids another tender launched fids cabling winner tender wa vendor background information single source procurement purchase supply fids started october written recommendation justification vendor representative purchase additional fids became necessary expansion passenger terminal building already existing system provided vendor therefore airport management decided choose vendor capital expenditure approval contract signed december procurement file doe show vendor delivered fids cable need cabling fids resulted another tender commenced march according procurement file appeared vendor competitive shopping tender amount euro,"[{'span': 'Flat Information Display System', 'label': 'INST', 'score': 0.7764589190483093, 'char_start_index': 114, 'char_end_index': 145}, {'span': 'Passenger Terminal Building', 'label': 'LOC', 'score': 0.9887895584106445, 'char_start_index': 704, 'char_end_index': 731}, {'span': 'Airport Management', 'label': 'ORG', 'score': 0.9759194254875183, 'char_start_index': 806, 'char_end_index': 824}]"
44.pdf,"""Investigative details

The Airport Engineer was interviewed on 11 October 2004, as he/she is the responsible person to suggest new projects to the Airport Management. The Airport Engineer stated that he/she was at no time involved in the FIDS purchase and did not request the support by Vendor 2 Representative with regard to recommend and justify the FIDS supply. The Airport Engineer only recommended the cabling of the FIDS in a note to the Airport Management; all following procedures are under the responsibility of the procurement unit and the management.

The Sales Manager of Vendor 1 was interviewed on the phone on 30 August 2004. Asked why Vendor 1 did not provide with the cabling of the FIDS he/she stated that Vendor 1’s management did not allow traveling to Kosovo at that time for security reasons. The Sales Manager of Vendor 1 also mentioned that the Airport's contact person with regard to the FIDS cabling was for him/her Vendor 2 Representative.""",investigative details the airport engineer was interviewed on october as heshe is the responsible person to suggest new projects to the airport management the airport engineer stated that heshe was at no time involved in the fids purchase and did not request the support by vendor representative with regard to recommend and justify the fids supply the airport engineer only recommended the cabling of the fids in a note to the airport management ; all following procedures are under the responsibility of the procurement unit and the management the sales manager of vendor was interviewed on the phone on august asked why vendor did not provide with the cabling of the fids heshe stated that vendor s management did not allow traveling to kosovo at that time for security reasons the sales manager of vendor also mentioned that the airport's contact person with regard to the fids cabling was for himher vendor representative,investigative detail airport engineer wa interviewed october heshe responsible person suggest new project airport management airport engineer stated heshe wa time involved fids purchase request support vendor representative regard recommend justify fids supply airport engineer recommended cabling fids note airport management ; following procedure responsibility procurement unit management sale manager vendor wa interviewed phone august asked vendor provide cabling fids heshe stated vendor management allow traveling kosovo time security reason sale manager vendor also mentioned airport 's contact person regard fids cabling wa himher vendor representative,"[{'span': 'Kosovo', 'label': 'LOC', 'score': 0.9999412298202515, 'char_start_index': 774, 'char_end_index': 780}]"
45.pdf,"""Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender

Allegation

On the 29th May 2003, the Divisional Manager, Kosovo Trust Agency (KTA) [UNMIK EU- Pillar IV], approved and signed a contract between Pristina Airport and the Vendor before the Capital Expenditure was formally approved by KTA.

Background Information

On 7 March 2003, Pristina Airport launched an international tender to supply X-ray equipment. On 4 April 2003, the Evaluation Committee awarded the contract to the Vendor, who had not submitted the lowest tender, but, was the only company that met the rigorous technical specifications. The Vendor is acknowledged as a world-class company specializing in such equipment.

The contract between Pristina Airport and the Vendor was concluded on 10 April 2003. It is not clear when the Vendor signed this document. The KTA Internal Auditor 1 expressed concerns over the conclusion of the contract, which resulted in the Divisional Manager signing on behalf of the Procuring Entity on 29 May 2003. KTA Official 1 also signed the contract, but did not record the date against his/her name.

The Capital Expenditure Approval, dated 19 June 2003, was signed by KTA Official 2, on 20 June 2003.""",pristina airport alleged administrative irregularity regarding an x ray tender allegation on the th may the divisional manager kosovo trust agency (kta) unmik eu pillar iv approved and signed a contract between pristina airport and the vendor before the capital expenditure was formally approved by kta background information on march pristina airport launched an international tender to supply x ray equipment on april the evaluation committee awarded the contract to the vendor who had not submitted the lowest tender but was the only company that met the rigorous technical specifications the vendor is acknowledged as a world class company specializing in such equipment the contract between pristina airport and the vendor was concluded on april it is not clear when the vendor signed this document the kta internal auditor expressed concerns over the conclusion of the contract which resulted in the divisional manager signing on behalf of the procuring entity on may kta official also signed the contract but did not record the date against hisher name the capital expenditure approval dated june was signed by kta official on june,pristina airport alleged administrative irregularity regarding x ray tender allegation th may divisional manager kosovo trust agency kta unmik eu pillar iv approved signed contract pristina airport vendor capital expenditure wa formally approved kta background information march pristina airport launched international tender supply x ray equipment april evaluation committee awarded contract vendor submitted lowest tender wa company met rigorous technical specification vendor acknowledged world class company specializing equipment contract pristina airport vendor wa concluded april clear vendor signed document kta internal auditor expressed concern conclusion contract resulted divisional manager signing behalf procuring entity may kta official also signed contract record date hisher name capital expenditure approval dated june wa signed kta official june,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.7801370620727539, 'char_start_index': 1, 'char_end_index': 17}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.990884006023407, 'char_start_index': 229, 'char_end_index': 245}, {'span': 'Vendor', 'label': 'LOC', 'score': 0.8287426829338074, 'char_start_index': 254, 'char_end_index': 260}, {'span': 'Capital Expenditure', 'label': 'TIME', 'score': 0.5287120938301086, 'char_start_index': 272, 'char_end_index': 291}, {'span': 'KTA', 'label': 'ORG', 'score': 0.7643783688545227, 'char_start_index': 317, 'char_end_index': 320}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9448415040969849, 'char_start_index': 364, 'char_end_index': 380}, {'span': 'Evaluation Committee', 'label': 'ORG', 'score': 0.8854975700378418, 'char_start_index': 462, 'char_end_index': 482}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9952538013458252, 'char_start_index': 740, 'char_end_index': 756}, {'span': 'Vendor', 'label': 'LOC', 'score': 0.5993314981460571, 'char_start_index': 765, 'char_end_index': 771}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

The charges themselves, as calculated by the Airport Handling Services Department for Airline flights, were scrutinized against the published ""Price List for Basic Airport Services"" issued on 1 January 2002.

Details recorded on the ""Load Sheets"" confirmed the handling charge of 1074 Euros was also found to be correct. The landing charge of €676.44 was, however, reduced by 50% as this flight was identified as a ""humanitarian flight"" and as such qualified for the discount. The Official of the Passenger Handling Services, Pristina Airport told the ITF Investigators that she regarded the returning Kosovars as refugees and the discount as appropriate. The ITF Investigators checked this matter with the Official of the Airport General Services, who confirmed he/she was aware of this discount and did not dispute this interpretation of the flight.""",iii investigative details the charges themselves as calculated by the airport handling services department for airline flights were scrutinized against the published price list for basic airport services issued on january details recorded on the load sheets confirmed the handling charge of euros was also found to be correct the landing charge of was however reduced by % as this flight was identified as a humanitarian flight and as such qualified for the discount the official of the passenger handling services pristina airport told the itf investigators that she regarded the returning kosovars as refugees and the discount as appropriate the itf investigators checked this matter with the official of the airport general services who confirmed heshe was aware of this discount and did not dispute this interpretation of the flight,iii investigative detail charge calculated airport handling service department airline flight scrutinized published price list basic airport service issued january detail recorded load sheet confirmed handling charge euro wa also found correct landing charge wa however reduced flight wa identified humanitarian flight qualified discount official passenger handling service pristina airport told itf investigator regarded returning kosovars refugee discount appropriate itf investigator checked matter official airport general service confirmed heshe wa aware discount dispute interpretation flight,"[{'span': 'Airport Handling Services Department for Airline', 'label': 'ORG', 'score': 0.970741331577301, 'char_start_index': 74, 'char_end_index': 122}, {'span': 'Load Sheets', 'label': 'ORG', 'score': 0.33570608496665955, 'char_start_index': 263, 'char_end_index': 274}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9921786785125732, 'char_start_index': 555, 'char_end_index': 571}, {'span': 'Official of the Airport General Services', 'label': 'ORG', 'score': 0.9349945783615112, 'char_start_index': 736, 'char_end_index': 776}]"
47.pdf,"""IV. FINDINGS AND CONCLUSIONS

There is no evidence that the Airline have sought to avoid any charges levied by Pristina Airport. All charges levied upon the Airline by Pristina Airport for incoming and outgoing flights have been paid and receipts issued. The charges applied to the Airline flights are in accordance with listed charges for services.

The identification of the flight as ""humanitarian"" is a matter for closer review by Airport Pristina management to ensure compliance with airport charges.

The recently appointed Senior Official of the Pristina Airport, when advised by the ITF of the number of cash transactions, was unaware that this practice continued within the Passenger Handling Services Department.

The information as to a credit arrangement for the Airline was also provided to the Pristina Airport Senior Official by the ITF for his/her action.

The charges shown in the ""Price List for Basic Airport Services"" correspond with those charged to the Airline. In addition, the audit trail in respect of the cash handling receipts, recording, and reconciliation with the cashbooks and airport’s records showed no discrepancies.""",iv findings and conclusions there is no evidence that the airline have sought to avoid any charges levied by pristina airport all charges levied upon the airline by pristina airport for incoming and outgoing flights have been paid and receipts issued the charges applied to the airline flights are in accordance with listed charges for services the identification of the flight as humanitarian is a matter for closer review by airport pristina management to ensure compliance with airport charges the recently appointed senior official of the pristina airport when advised by the itf of the number of cash transactions was unaware that this practice continued within the passenger handling services department the information as to a credit arrangement for the airline was also provided to the pristina airport senior official by the itf for hisher action the charges shown in the price list for basic airport services correspond with those charged to the airline in addition the audit trail in respect of the cash handling receipts recording and reconciliation with the cashbooks and airports records showed no discrepancies,iv finding conclusion evidence airline sought avoid charge levied pristina airport charge levied upon airline pristina airport incoming outgoing flight paid receipt issued charge applied airline flight accordance listed charge service identification flight humanitarian matter closer review airport pristina management ensure compliance airport charge recently appointed senior official pristina airport advised itf number cash transaction wa unaware practice continued within passenger handling service department information credit arrangement airline wa also provided pristina airport senior official itf hisher action charge shown price list basic airport service correspond charged airline addition audit trail respect cash handling receipt recording reconciliation cashbooks airport record showed discrepancy,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9989724159240723, 'char_start_index': 112, 'char_end_index': 128}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.8177611827850342, 'char_start_index': 169, 'char_end_index': 185}, {'span': 'Airport Pristina', 'label': 'LOC', 'score': 0.99903404712677, 'char_start_index': 436, 'char_end_index': 452}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9922256469726562, 'char_start_index': 554, 'char_end_index': 570}, {'span': 'Passenger Handling Services Department', 'label': 'ORG', 'score': 0.9842384457588196, 'char_start_index': 684, 'char_end_index': 722}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

The ITF reviewed the conventional check-in procedures at the Pristina Airport and confirmed they complied with observations provided by the Senior Official of the Pristina Airport in response to a Management Letter dated May 2004 on the 2003 Financial Audit from auditing company. An extract of the advice states the following:

Management Comment: Full integration will be achieved by the new system. At present, passenger and baggage check-in and boarding is automatically connected to the load sheet. The load sheet contains all relevant facts concerning the flight, including type and quantity of passengers. This report is signed by Airport load control staff, compared to a head-count on board the aircraft conducted by aircraft staff and is thereafter signed by the pilot before take-off. A copy of this confirmed report is used as a basis for invoicing. We use the information that later will be retrieved automatically by the new system.’

The possible loss of revenue of departing passenger taxes is another matter requiring attention from airport management.""",iii investigative details the itf reviewed the conventional check in procedures at the pristina airport and confirmed they complied with observations provided by the senior official of the pristina airport in response to a management letter dated may on the financial audit from auditing company an extract of the advice states the following management comment full integration will be achieved by the new system at present passenger and baggage check in and boarding is automatically connected to the load sheet the load sheet contains all relevant facts concerning the flight including type and quantity of passengers this report is signed by airport load control staff compared to a head count on board the aircraft conducted by aircraft staff and is thereafter signed by the pilot before take off a copy of this confirmed report is used as a basis for invoicing we use the information that later will be retrieved automatically by the new system the possible loss of revenue of departing passenger taxes is another matter requiring attention from airport management,iii investigative detail itf reviewed conventional check procedure pristina airport confirmed complied observation provided senior official pristina airport response management letter dated may financial audit auditing company extract advice state following management comment full integration achieved new system present passenger baggage check boarding automatically connected load sheet load sheet contains relevant fact concerning flight including type quantity passenger report signed airport load control staff compared head count board aircraft conducted aircraft staff thereafter signed pilot take copy confirmed report used basis invoicing use information later retrieved automatically new system possible loss revenue departing passenger tax another matter requiring attention airport management,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9997264742851257, 'char_start_index': 90, 'char_end_index': 106}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.998403012752533, 'char_start_index': 192, 'char_end_index': 208}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

The ITF reviewed the conventional check-in procedures at the Pristina Airport and confirmed they complied with observations provided by the Senior Official of the Pristina Airport in response to a Management Letter dated May 2004 on the 2003 Financial Audit from auditing company. An extract of the advice states the following:

53. Passenger Fees
OBSERVATION
In the process of modernization of the Airport, Entity has acquired and implemented a so-called automatic checking system. This system provides accurate evidence of passengers’ arriving and departure. However, PA has still not integrated and/or connected the automatic checking system with financial reporting

54. Establishment of an integrated system could provide efficient monitoring controls and accurate evidence, completeness and reconciliation of the number of passenger recorded by the automatic checking system and the revenue from passenger fees in the financial statement.""",iii investigative details the itf reviewed the conventional check in procedures at the pristina airport and confirmed they complied with observations provided by the senior official of the pristina airport in response to a management letter dated may on the financial audit from auditing company an extract of the advice states the following passenger fees observation in the process of modernization of the airport entity has acquired and implemented a so called automatic checking system this system provides accurate evidence of passengers arriving and departure however pa has still not integrated andor connected the automatic checking system with financial reporting establishment of an integrated system could provide efficient monitoring controls and accurate evidence completeness and reconciliation of the number of passenger recorded by the automatic checking system and the revenue from passenger fees in the financial statement,iii investigative detail itf reviewed conventional check procedure pristina airport confirmed complied observation provided senior official pristina airport response management letter dated may financial audit auditing company extract advice state following passenger fee observation process modernization airport entity ha acquired implemented called automatic checking system system provides accurate evidence passenger arriving departure however pa ha still integrated andor connected automatic checking system financial reporting establishment integrated system could provide efficient monitoring control accurate evidence completeness reconciliation number passenger recorded automatic checking system revenue passenger fee financial statement,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9997859597206116, 'char_start_index': 90, 'char_end_index': 106}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9987687468528748, 'char_start_index': 192, 'char_end_index': 208}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

ITF Investigators asked the Official of the Passenger Handling Services, Pristina Airport to describe the airport tax obligations for such flights. The Official stated that the tax of €15 per passenger is payable in respect of departing passengers only. The Official explained that this tax is normally collected by the airlines using the check-in facilities as part of normal boarding procedures. He/She explained that the security guards and U.K. Immigration staff who remained airside awaiting return to the UK had not technically entered the Airport and as such were not liable for airport taxes. In respect of the other departing passengers, the Official said there was no obligation for the payment of this tax because neither the carrier nor the passengers used the regular check-in facilities of the Airport.""",iii investigative details itf investigators asked the official of the passenger handling services pristina airport to describe the airport tax obligations for such flights the official stated that the tax of per passenger is payable in respect of departing passengers only the official explained that this tax is normally collected by the airlines using the check in facilities as part of normal boarding procedures heshe explained that the security guards and u k immigration staff who remained airside awaiting return to the uk had not technically entered the airport and as such were not liable for airport taxes in respect of the other departing passengers the official said there was no obligation for the payment of this tax because neither the carrier nor the passengers used the regular check in facilities of the airport,iii investigative detail itf investigator asked official passenger handling service pristina airport describe airport tax obligation flight official stated tax per passenger payable respect departing passenger official explained tax normally collected airline using check facility part normal boarding procedure heshe explained security guard u k immigration staff remained airside awaiting return uk technically entered airport liable airport tax respect departing passenger official said wa obligation payment tax neither carrier passenger used regular check facility airport,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.991675078868866, 'char_start_index': 102, 'char_end_index': 118}, {'span': 'U.K. Immigration', 'label': 'ORG', 'score': 0.624504804611206, 'char_start_index': 473, 'char_end_index': 489}, {'span': 'UK', 'label': 'LOC', 'score': 0.9876093864440918, 'char_start_index': 540, 'char_end_index': 542}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

Other passengers departing with the Airline met in the Airport public lounge. Their identities were checked against a list provided by an UNMIK CIVPOL officer in consultation with the Immigration representative. They then went through conventional immigration and X-Ray searches and were escorted into the departure lounge before boarding the Airline aircraft. They did not, however, pass through regular check-in procedures at any time.

ITF Investigators reviewed all paperwork relating to this flight. An Official of the Passenger Handling Services, Pristina Airport, provided the receipt book used to evidence cash payments for landing, handling and airport passenger taxes. It was noted that other airlines, particularly those not visiting Pristina on a regular basis, pay in cash for handling services.

Details shown on the records provided by Pristina Airport officials were reconciled with this receipt book. The dates, amounts and breakdown of charges were confirmed. The pilot is required to sign the receipt book, and the ITF verified the recorded signature against the Airline ""Load Sheets"" as genuine.""",iii investigative details other passengers departing with the airline met in the airport public lounge their identities were checked against a list provided by an unmik civpol officer in consultation with the immigration representative they then went through conventional immigration and x ray searches and were escorted into the departure lounge before boarding the airline aircraft they did not however pass through regular check in procedures at any time itf investigators reviewed all paperwork relating to this flight an official of the passenger handling services pristina airport provided the receipt book used to evidence cash payments for landing handling and airport passenger taxes it was noted that other airlines particularly those not visiting pristina on a regular basis pay in cash for handling services details shown on the records provided by pristina airport officials were reconciled with this receipt book the dates amounts and breakdown of charges were confirmed the pilot is required to sign the receipt book and the itf verified the recorded signature against the airline load sheets as genuine,iii investigative detail passenger departing airline met airport public lounge identity checked list provided unmik civpol officer consultation immigration representative went conventional immigration x ray search escorted departure lounge boarding airline aircraft however pas regular check procedure time itf investigator reviewed paperwork relating flight official passenger handling service pristina airport provided receipt book used evidence cash payment landing handling airport passenger tax wa noted airline particularly visiting pristina regular basis pay cash handling service detail shown record provided pristina airport official reconciled receipt book date amount breakdown charge confirmed pilot required sign receipt book itf verified recorded signature airline load sheet genuine,"[{'span': 'Airline', 'label': 'ORG', 'score': 0.9096820950508118, 'char_start_index': 65, 'char_end_index': 72}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9988754391670227, 'char_start_index': 582, 'char_end_index': 598}, {'span': 'Pristina', 'label': 'LOC', 'score': 0.9998111128807068, 'char_start_index': 774, 'char_end_index': 782}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9994243383407593, 'char_start_index': 880, 'char_end_index': 896}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

Airline Official 1 explained that the Airline paid cash for handling and landing charges to the Pristina Airport Passenger Handling Services Department on each occasion his aircraft used the airport. Airline Official 1 explained that he/she had endeavored to open a credit account with Pristina Airport, but without success.

The ITF sought the assistance of the Security Officer at Pristina Airport, in order to monitor Airline passenger movements. On 22 July 2004, ITF Investigators monitored the Airline’s inward and outward flights and related airport activities. It was noted that whilst the arriving Kosovar passengers went through immigration procedures before entering into the arrivals lounge, the 25 security escorts and the representative of the related Immigration Department remained airside at all times awaiting instructions to return to the aircraft. They did not enter the terminal building.""",iii investigative details airline official explained that the airline paid cash for handling and landing charges to the pristina airport passenger handling services department on each occasion his aircraft used the airport airline official explained that heshe had endeavored to open a credit account with pristina airport but without success the itf sought the assistance of the security officer at pristina airport in order to monitor airline passenger movements on july itf investigators monitored the airlines inward and outward flights and related airport activities it was noted that whilst the arriving kosovar passengers went through immigration procedures before entering into the arrivals lounge the security escorts and the representative of the related immigration department remained airside at all times awaiting instructions to return to the aircraft they did not enter the terminal building,iii investigative detail airline official explained airline paid cash handling landing charge pristina airport passenger handling service department occasion aircraft used airport airline official explained heshe endeavored open credit account pristina airport without success itf sought assistance security officer pristina airport order monitor airline passenger movement july itf investigator monitored airline inward outward flight related airport activity wa noted whilst arriving kosovar passenger went immigration procedure entering arrival lounge security escort representative related immigration department remained airside time awaiting instruction return aircraft enter terminal building,"[{'span': 'Pristina Airport Passenger Handling Services Department', 'label': 'ORG', 'score': 0.9931585192680359, 'char_start_index': 125, 'char_end_index': 180}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.999670147895813, 'char_start_index': 315, 'char_end_index': 331}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9998577833175659, 'char_start_index': 412, 'char_end_index': 428}, {'span': 'Immigration Department', 'label': 'ORG', 'score': 0.7712188959121704, 'char_start_index': 794, 'char_end_index': 816}]"
47.pdf,"""III. INVESTIGATIVE DETAILS

ITF Investigators obtained a number of documents from Pristina Airport officials including records of funds received from the Airline for the period January to June 2004. These funds are broken down into handling, landing, airport passenger, and departure tax. The schedule also lists the individual Airport receipt number recorded for each cash payment. There was no record of the Airline having paid airport tax.

ITF Investigators spoke to both Official 1 and Official 2 of the Airline and requested copies of receipts issued by Pristina Airport in respect of fees paid by the Airline to the airport, as well as the Aircraft ""Load Sheets"" for May and June 2004. These documents record details such as the weight of the aircraft including the MTOW (maximum take off weight).""",iii investigative details itf investigators obtained a number of documents from pristina airport officials including records of funds received from the airline for the period january to june these funds are broken down into handling landing airport passenger and departure tax the schedule also lists the individual airport receipt number recorded for each cash payment there was no record of the airline having paid airport tax itf investigators spoke to both official and official of the airline and requested copies of receipts issued by pristina airport in respect of fees paid by the airline to the airport as well as the aircraft load sheets for may and june these documents record details such as the weight of the aircraft including the mtow (maximum take off weight),iii investigative detail itf investigator obtained number document pristina airport official including record fund received airline period january june fund broken handling landing airport passenger departure tax schedule also list individual airport receipt number recorded cash payment wa record airline paid airport tax itf investigator spoke official official airline requested copy receipt issued pristina airport respect fee paid airline airport well aircraft load sheet may june document record detail weight aircraft including mtow maximum take weight,"[{'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9989942908287048, 'char_start_index': 83, 'char_end_index': 99}, {'span': 'Airline', 'label': 'ORG', 'score': 0.9658272862434387, 'char_start_index': 155, 'char_end_index': 162}, {'span': 'Pristina Airport', 'label': 'LOC', 'score': 0.9904296398162842, 'char_start_index': 561, 'char_end_index': 577}]"
