count,entity,label,location_info
1,Unica,ORG,"{'place_id': 3549832, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 363500062, 'lat': '-14.087588799999999', 'lon': '-75.73340943243116', 'class': 'amenity', 'type': 'university', 'place_rank': 30, 'importance': 0.2956937333713118, 'addresstype': 'amenity', 'name': 'Universidad Nacional San Luis Gonzaga', 'display_name': 'Universidad Nacional San Luis Gonzaga, Avenida Los Maestros, Raul Porras Barrenechea, Fundo Manrique, Comatrana, Ica, 11004, Perú', 'boundingbox': ['-14.0940705', '-14.0819078', '-75.7375592', '-75.7310444']}"
1,Pak Kyong-ran,PER,"(None, None)"
1,Korea Paek Sol Trading Corp.,ORG,"(None, None)"
1,Min Myong-hak,PER,"(None, None)"
2,Risang Trading,ORG,"(None, None)"
1,Mangang Trading Co.,ORG,"(None, None)"
1,Yua Trading,ORG,"(None, None)"
1,Lehava,ORG,"{'place_id': 194779293, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 491887652, 'lat': '32.1624024', 'lon': '35.2474396', 'class': 'place', 'type': 'village', 'place_rank': 19, 'importance': 0.14671345311665518, 'addresstype': 'village', 'name': 'להבה', 'display_name': 'להבה, שטח C, יהודה ושומרון, Palestinian Territory', 'boundingbox': ['32.1586489', '32.1664895', '35.2423980', '35.2511796']}"
2,Hilltop Youth,ORG,"{'place_id': 259283615, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 772528023, 'lat': '51.7474925', 'lon': '-0.23450367705719993', 'class': 'amenity', 'type': 'community_centre', 'place_rank': 30, 'importance': 5.493324177915644e-05, 'addresstype': 'amenity', 'name': 'St. Johns Youth & Community Centre', 'display_name': 'St. Johns Youth & Community Centre, Bishops Rise, Hilltop, Hatfield, Welham Green, Welwyn Hatfield, Hertfordshire, England, AL10 9BZ, United Kingdom', 'boundingbox': ['51.7473808', '51.7476723', '-0.2346674', '-0.2343291']}"
1,European Union Council,ORG,"{'place_id': 96321385, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6982763158, 'lat': '50.8421289', 'lon': '4.3822407', 'class': 'office', 'type': 'government', 'place_rank': 30, 'importance': 0.5977694212681552, 'addresstype': 'office', 'name': 'Council of the European Union', 'display_name': 'Council of the European Union, Rue de la Loi - Wetstraat, Quartier européen - Europese Wijk, Bruxelles - Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien', 'boundingbox': ['50.8420789', '50.8421789', '4.3821907', '4.3822907']}"
1,Meir Ettinger,PER,"(None, None)"
1,Elisha Yered,PER,"(None, None)"
9,Kazakhstan,LOC,"{'place_id': 200234746, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 214665, 'lat': '48.1012954', 'lon': '66.7780818', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.8167179798807481, 'addresstype': 'country', 'name': 'Қазақстан', 'display_name': 'Қазақстан', 'boundingbox': ['40.5686902', '55.4421701', '46.4932179', '87.3156336']}"
5,Azerbaijan,LOC,"{'place_id': 193382645, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 364110, 'lat': '40.3936294', 'lon': '47.7872508', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.7969741197637281, 'addresstype': 'country', 'name': 'Azərbaycan', 'display_name': 'Azərbaycan', 'boundingbox': ['38.3929551', '41.9646768', '44.7633701', '51.1765554']}"
10,Iraq,LOC,"{'place_id': 195211855, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 304934, 'lat': '33.0955793', 'lon': '44.1749775', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.7954344002993993, 'addresstype': 'country', 'name': 'العراق', 'display_name': 'العراق', 'boundingbox': ['29.0585661', '37.3806687', '38.7926388', '49.1067706']}"
1,African,LOC,"{'place_id': 29226423, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 87565, 'lat': '-28.8166236', 'lon': '24.991639', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.836251819592117, 'addresstype': 'country', 'name': 'South Africa', 'display_name': 'South Africa', 'boundingbox': ['-47.1788335', '-22.1250301', '16.3335213', '38.2898954']}"
1,Citi,ORG,"{'place_id': 285002475, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5937245689, 'lat': '9.5184916', 'lon': '-69.3227542', 'class': 'place', 'type': 'village', 'place_rank': 19, 'importance': 0.14671674601358048, 'addresstype': 'village', 'name': 'Citi', 'display_name': 'Citi, Parroquia Río Acarigua, Municipio Araure, Venezuela', 'boundingbox': ['9.4984916', '9.5384916', '-69.3427542', '-69.3027542']}"
1,Bank of Russia,ORG,"{'place_id': 156846544, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7054449385, 'lat': '59.9611167', 'lon': '30.4393009', 'class': 'amenity', 'type': 'bank', 'place_rank': 30, 'importance': 8.232166018153685e-05, 'addresstype': 'amenity', 'name': 'Банк России, Межрегиональное хранилище', 'display_name': 'Банк России, Межрегиональное хранилище, 45, проспект Энергетиков, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 195253, Россия', 'boundingbox': ['59.9610667', '59.9611667', '30.4392509', '30.4393509']}"
1,People's Bank of China,ORG,"{'place_id': 204288372, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 665650210, 'lat': '39.84206025', 'lon': '114.5805337443159', 'class': 'amenity', 'type': 'bank', 'place_rank': 30, 'importance': 0.5590514983623249, 'addresstype': 'amenity', 'name': '中国人民银行(蔚县支行)', 'display_name': '中国人民银行(蔚县支行), 胜利西路, 万盛苑, 蔚县, 张家口市, 河北省, 中国', 'boundingbox': ['39.8419789', '39.8421343', '114.5801575', '114.5809100']}"
1,Interfax,ORG,"{'place_id': 285506193, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2642062535, 'lat': '4.8643962', 'lon': '-74.0502756', 'class': 'shop', 'type': 'computer', 'place_rank': 30, 'importance': 5.388036926828439e-05, 'addresstype': 'shop', 'name': 'Interfax', 'display_name': 'Interfax, Carrera 3, Saucos, San Pedro, Casco urbano de Chía, Chía, Sabana Centro, RAP (Especial) Central, 250002, Colombia', 'boundingbox': ['4.8643462', '4.8644462', '-74.0503256', '-74.0502256']}"
1,National Payment Card System,INST,"(None, None)"
5,Samsung Pay,ORG,"(None, None)"
5,Canberra,LOC,"{'place_id': 19676281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 21674637, 'lat': '-35.2975906', 'lon': '149.1012676', 'class': 'place', 'type': 'city', 'place_rank': 15, 'importance': 0.6713503364537964, 'addresstype': 'city', 'name': 'Canberra', 'display_name': 'Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia', 'boundingbox': ['-35.4575906', '-35.1375906', '148.9412676', '149.2612676']}"
1,Farrell,PER,"{'place_id': 341635877, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 187218, 'lat': '41.212279', 'lon': '-80.496737', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4016891462292748, 'addresstype': 'village', 'name': 'Farrell', 'display_name': 'Farrell, Mercer County, Pennsylvania, 16121, United States', 'boundingbox': ['41.1988113', '41.2210130', '-80.5190951', '-80.4677770']}"
1,Labor,LOC,"{'place_id': 71541505, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 11631749028, 'lat': '45.4930144', 'lon': '13.7489699', 'class': 'natural', 'type': 'peak', 'place_rank': 18, 'importance': 0.16006496452277408, 'addresstype': 'peak', 'name': 'Labor', 'display_name': 'Labor, Koper / Capodistria, Upravna enota Koper / Unità amministrativa Capodistria, 6247, Slovenija', 'boundingbox': ['45.4929644', '45.4930644', '13.7489199', '13.7490199']}"
1,Sudanese Armed Forces,ORG,"(None, None)"
1,European Council,ORG,"{'place_id': 96321385, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6982763158, 'lat': '50.8421289', 'lon': '4.3822407', 'class': 'office', 'type': 'government', 'place_rank': 30, 'importance': 0.5977694212681552, 'addresstype': 'office', 'name': 'Council of the European Union', 'display_name': 'Council of the European Union, Rue de la Loi - Wetstraat, Quartier européen - Europese Wijk, Bruxelles - Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien', 'boundingbox': ['50.8420789', '50.8421789', '4.3821907', '4.3822907']}"
3,Rapid Support Forces,ORG,"(None, None)"
4,Xinjiang,LOC,"{'place_id': 197211481, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 153310, 'lat': '42.4804953', 'lon': '85.4633464', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7209419393518388, 'addresstype': 'state', 'name': '新疆维吾尔自治区 شىنجاڭ ئۇيغۇر ئاپتونوم رايونی', 'display_name': '新疆维吾尔自治区 شىنجاڭ ئۇيغۇر ئاپتونوم رايونی, 中国', 'boundingbox': ['34.3340633', '49.1780565', '73.4997347', '96.3874094']}"
2,Chinese Foreign Ministry,ORG,"(None, None)"
2,Hua Chunying,PER,"(None, None)"
2,Alrosa,ORG,"{'place_id': 343145823, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 8315954996, 'lat': '40.0685779', 'lon': '-82.9991029', 'class': 'amenity', 'type': 'bar', 'place_rank': 30, 'importance': 0.2101211695597586, 'addresstype': 'amenity', 'name': 'Alrosa Villa', 'display_name': 'Alrosa Villa, 5505, Sinclair Road, Chaseland, Columbus, Sharon, Franklin County, Ohio, 43214, United States', 'boundingbox': ['40.0685279', '40.0686279', '-82.9991529', '-82.9990529']}"
1,Pavel Alekseevich Marinychev,PER,"(None, None)"
3,Josep Borrell,PER,"{'place_id': 76725582, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 613017139, 'lat': '41.74535351844319', 'lon': '0.9881564092614081', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.05339090943770501, 'addresstype': 'road', 'name': 'Avinguda del Doctor Josep Borrell i Pedrós', 'display_name': 'Avinguda del Doctor Josep Borrell i Pedrós, Castellserà, Urgell, Lleida, Catalunya, 25334, España', 'boundingbox': ['41.7444652', '41.7462553', '0.9873185', '0.9889806']}"
1,Group of Seven countries,ORG,"(None, None)"
18,United Nations,ORG,"{'place_id': 240743422, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 14288640, 'lat': '14.5825457', 'lon': '120.98461447006913', 'class': 'railway', 'type': 'station', 'place_rank': 30, 'importance': 0.34900788984900655, 'addresstype': 'railway', 'name': 'United Nations', 'display_name': 'United Nations, Taft Avenue, Ermita, Fifth District, Manila, Capital District, Metro Manila, 1000, Pilipinas', 'boundingbox': ['14.5820550', '14.5829977', '120.9842500', '120.9849989']}"
3,Chevron,ORG,"{'place_id': 259960088, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7171355122, 'lat': '51.5065602', 'lon': '-0.0267079', 'class': 'office', 'type': 'company', 'place_rank': 30, 'importance': 0.5637952238358874, 'addresstype': 'office', 'name': 'Chevron', 'display_name': 'Chevron, 1, Westferry Circus, Canary Wharf, London Borough of Tower Hamlets, London, Greater London, England, E14 4HA, United Kingdom', 'boundingbox': ['51.5065102', '51.5066102', '-0.0267579', '-0.0266579']}"
1,TotalEnergies,ORG,"{'place_id': 145981583, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2599773772, 'lat': '52.0559122', 'lon': '4.3882066', 'class': 'office', 'type': 'company', 'place_rank': 30, 'importance': 0.5578654565651003, 'addresstype': 'office', 'name': 'TotalEnergies', 'display_name': 'TotalEnergies, 5, Prinses Catharina-Amaliastraat, De Caaien, Leidschenveen-Ypenburg, Den Haag, Zuid-Holland, Nederland, 2496 XD, Nederland', 'boundingbox': ['52.0558622', '52.0559622', '4.3881566', '4.3882566']}"
1,Justice for Myanmar,ORG,"(None, None)"
1,Volker Turk,PER,"(None, None)"
2,Taliban,ORG,"{'place_id': 226015308, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1366644310, 'lat': '28.2726281', 'lon': '83.8167663', 'class': 'place', 'type': 'village', 'place_rank': 19, 'importance': 0.14671666819256882, 'addresstype': 'village', 'name': 'Taliban', 'display_name': 'Taliban, Annapurna, कास्की, गण्डकी प्रदेश, 33711, नेपाल', 'boundingbox': ['28.2526281', '28.2926281', '83.7967663', '83.8367663']}"
1,Noor Huda Ismail,PER,"(None, None)"
2,ISIS,ORG,"{'place_id': 238957914, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 8650539133, 'lat': '8.54423', 'lon': '123.3905035', 'class': 'place', 'type': 'village', 'place_rank': 19, 'importance': 0.14671576638437472, 'addresstype': 'village', 'name': 'Isis', 'display_name': 'Isis, Zamboanga del Norte, Zamboanga Peninsula, Pilipinas', 'boundingbox': ['8.5242300', '8.5642300', '123.3705035', '123.4105035']}"
1,Al Qaeda,ORG,"{'place_id': 42951719, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 41256344, 'lat': '31.50271647690457', 'lon': '34.46040517139815', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.053403255512321626, 'addresstype': 'road', 'name': 'شارع القيدة', 'display_name': 'شارع القيدة, مدينة غزة القديمة, المدينة القديمة, غزة, محافظة غزة, قطاع غزة, 888, Palestinian Territory', 'boundingbox': ['31.5009689', '31.5037933', '34.4585827', '34.4611683']}"
1,Jemaah Islamiyah,ORG,"(None, None)"
1,JI,ORG,"{'place_id': 204890175, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5526587290, 'lat': '32.5310507', 'lon': '118.6367622', 'class': 'natural', 'type': 'peak', 'place_rank': 18, 'importance': 0.16007320592050048, 'addresstype': 'peak', 'name': 'ji', 'display_name': 'ji, 南京市, 江苏省, 中国', 'boundingbox': ['32.5310007', '32.5311007', '118.6367122', '118.6368122']}"
1,Noor Huda,PER,"{'place_id': 195993807, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 686129508, 'lat': '32.06608275000001', 'lon': '35.879826249999994', 'class': 'amenity', 'type': 'place_of_worship', 'place_rank': 30, 'importance': 7.10040436407571e-05, 'addresstype': 'amenity', 'name': 'Noor Al Huda', 'display_name': 'Noor Al Huda, شارع الظاهري, الامانة, السعادة, قضاء الجامعة, لواء الجامعة, عمان, 11941, الأردن', 'boundingbox': ['32.0659232', '32.0662516', '35.8796096', '35.8800429']}"
1,Institute for International Peace Building,ORG,"(None, None)"
1,Bali bombings,EVE,"{'place_id': 259622904, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 345830787, 'lat': '51.5024054', 'lon': '-0.1295373', 'class': 'historic', 'type': 'memorial', 'place_rank': 30, 'importance': 0.397620142693016, 'addresstype': 'historic', 'name': 'Monument to the 2002 Bali bombings', 'display_name': 'Monument to the 2002 Bali bombings, Horse Guards Road, Westminster, Millbank, City of Westminster, Greater London, England, SW1A 2AQ, United Kingdom', 'boundingbox': ['51.5023554', '51.5024554', '-0.1295873', '-0.1294873']}"
10,West,LOC,"{'place_id': 143037255, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 15419236, 'lat': '52.3672193', 'lon': '4.8687319', 'class': 'place', 'type': 'suburb', 'place_rank': 19, 'importance': 0.4675622146915954, 'addresstype': 'suburb', 'name': 'West', 'display_name': 'West, Amsterdam, Noord-Holland, Nederland', 'boundingbox': ['52.3564077', '52.3993769', '4.8353311', '4.8950776']}"
6,Ukrainian,LOC,"{'place_id': 391233646, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 18359025, 'lat': '48.6499199', 'lon': '23.420082413513917', 'class': 'natural', 'type': 'mountain_range', 'place_rank': 18, 'importance': 0.5053066890927759, 'addresstype': 'mountain_range', 'name': 'Ukrainian Carpathians', 'display_name': 'Ukrainian Carpathians, Україна', 'boundingbox': ['47.7243679', '49.5730765', '22.1370590', '25.9149992']}"
1,Dnipro River,LOC,"{'place_id': 179417688, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2086905, 'lat': '51.9191343', 'lon': '30.8243039', 'class': 'waterway', 'type': 'river', 'place_rank': 18, 'importance': 0.6639073816960541, 'addresstype': 'river', 'name': 'Dnieper', 'display_name': 'Dnieper, Беларусь', 'boundingbox': ['46.4851356', '55.8717014', '30.0209141', '35.1967847']}"
1,North Atlantic Treaty Organization,ORG,"(None, None)"
11,NATO,ORG,"{'place_id': 32065471, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 17560669, 'lat': '-22.3090548', 'lon': '47.8295012', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.1867140833142595, 'addresstype': 'village', 'name': 'Nato', 'display_name': 'Nato, District de Vohipeno, Fitovinany, Province de Fianarantsoa, Madagasikara / Madagascar', 'boundingbox': ['-22.3304005', '-22.2926000', '47.8237903', '47.8658300']}"
1,Equateur,LOC,"{'place_id': 2526880, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 108089, 'lat': '-1.3397668', 'lon': '-79.3666965', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.7897451883516872, 'addresstype': 'country', 'name': 'Ecuador', 'display_name': 'Ecuador', 'boundingbox': ['-5.0159314', '1.8835964', '-92.2072392', '-75.1925040']}"
2,Lobala,LOC,"(None, None)"
2,Boba,LOC,"{'place_id': 59731096, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1132229, 'lat': '47.1845947', 'lon': '17.1870848', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.48796654768318326, 'addresstype': 'village', 'name': 'Boba', 'display_name': 'Boba, Celldömölki járás, Vas vármegye, Nyugat-Dunántúl, Dunántúl, 9542, Magyarország', 'boundingbox': ['47.1649968', '47.1983071', '17.1501614', '17.2106748']}"
2,DRC,LOC,"{'place_id': 34442250, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 192795, 'lat': '-2.9814344', 'lon': '23.8222636', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.7535887020281191, 'addresstype': 'country', 'name': 'République démocratique du Congo', 'display_name': 'République démocratique du Congo', 'boundingbox': ['-13.4590350', '5.3920026', '12.0390740', '31.3056758']}"
2,Congolese,LOC,"{'place_id': 95791070, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 766004818, 'lat': '50.823752400000004', 'lon': '4.513518160365855', 'class': 'landuse', 'type': 'cemetery', 'place_rank': 22, 'importance': 0.10673593270771341, 'addresstype': 'cemetery', 'name': 'Congolese slachtoffers van de wereldtentoonstelling in 1897', 'display_name': 'Congolese slachtoffers van de wereldtentoonstelling in 1897, Tervuren, Leuven, Vlaams-Brabant, Vlaanderen, 3080, België / Belgique / Belgien', 'boundingbox': ['50.8237394', '50.8237654', '4.5134581', '4.5135782']}"
1,MONUC,ORG,"{'place_id': 34105385, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 206841746, 'lat': '-1.92991645', 'lon': '30.110728189855074', 'class': 'building', 'type': 'office', 'place_rank': 30, 'importance': 6.428702220183136e-05, 'addresstype': 'building', 'name': 'MONUC', 'display_name': 'MONUC, KG 303 Street, Kibagabaga, Kinyinya, Akarere ka Gasabo, Umujyi wa Kigali, Rwanda', 'boundingbox': ['-1.9300318', '-1.9297903', '30.1106072', '30.1108378']}"
2,Dongo,LOC,"{'place_id': 65618878, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 46886, 'lat': '46.1229363', 'lon': '9.2790794', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.532652304638129, 'addresstype': 'village', 'name': 'Dongo', 'display_name': 'Dongo, Como, Lombardia, 22014, Italia', 'boundingbox': ['46.1103812', '46.1393348', '9.2333051', '9.3002592']}"
1,Oubangui River,LOC,"{'place_id': 38177554, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 954598057, 'lat': '4.3511580862608', 'lon': '18.556053291057403', 'class': 'waterway', 'type': 'river', 'place_rank': 19, 'importance': 0.48620695053878615, 'addresstype': 'river', 'name': 'Oubangui', 'display_name': ""Oubangui, Bangui, Ombella M'Poko, Ködörösêse tî Bêafrîka / République centrafricaine"", 'boundingbox': ['4.3229235', '4.3568097', '18.5455441', '18.5862357']}"
1,Inyelle,LOC,"(None, None)"
1,Manzaya,LOC,"(None, None)"
22,Thailand,LOC,"{'place_id': 238508927, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2067731, 'lat': '14.8971921', 'lon': '100.83273', 'class': 'boundary', 'type': 'administrative', 'place_rank': 4, 'importance': 0.818694468358454, 'addresstype': 'country', 'name': 'ประเทศไทย', 'display_name': 'ประเทศไทย', 'boundingbox': ['5.6128510', '20.4648135', '97.3438072', '105.6368120']}"
4,Myawaddy,LOC,"{'place_id': 222412145, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 319344596, 'lat': '16.900671852671817', 'lon': '96.18891224865703', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.05339922560463871, 'addresstype': 'road', 'name': 'Myawaddy', 'display_name': 'Myawaddy, Eastern District, ဒဂုံမြို့သစ်မြောက်ပိုင်း, Yangon East, Yangon, ရန်ကုန်တိုင်းဒေသကြီး, 44272, မြန်မာ', 'boundingbox': ['16.8999480', '16.9013957', '96.1874779', '96.1903466']}"
1,Karen National Union,ORG,"(None, None)"
1,Moe Moe Thet San,PER,"(None, None)"
1,Narathiwas,LOC,"{'place_id': 238105611, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 460266841, 'lat': '13.718848099999999', 'lon': '100.53265367135441', 'class': 'building', 'type': 'residential', 'place_rank': 30, 'importance': 7.662546730750007e-05, 'addresstype': 'building', 'name': 'ริทึ่ม สาทร-นราธิวาส', 'display_name': 'ริทึ่ม สาทร-นราธิวาส, 651, ถนนนราธิวาสราชนครินทร์, อาคารสงเคราะห์, แขวงทุ่งมหาเมฆ, เขตสาทร, กรุงเทพมหานคร, 10120, ประเทศไทย', 'boundingbox': ['13.7186654', '13.7190143', '100.5324007', '100.5329158']}"
1,Boonsiang Kaewkoonjob,PER,"(None, None)"
1,Fourth Army,ORG,"{'place_id': 222420192, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6956787123, 'lat': '31.8446429', 'lon': '106.7540026', 'class': 'tourism', 'type': 'artwork', 'place_rank': 30, 'importance': 6.342488746466799e-05, 'addresstype': 'tourism', 'name': 'Red Fourth Army Main General Sculpture Park', 'display_name': 'Red Fourth Army Main General Sculpture Park, Public Memorial Square, 西城街道, 巴州区, 巴中市, 四川省, 中国', 'boundingbox': ['31.8445929', '31.8446929', '106.7539526', '106.7540526']}"
4,Bangkok,LOC,"{'place_id': 238275290, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 92277, 'lat': '13.7524938', 'lon': '100.4935089', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7184393549603005, 'addresstype': 'city', 'name': 'กรุงเทพมหานคร', 'display_name': 'กรุงเทพมหานคร, ประเทศไทย', 'boundingbox': ['13.2191019', '13.9551693', '100.3278772', '100.9386039']}"
1,Parnpree Bahiddha-Nukara,PER,"(None, None)"
1,Tatmadaw,ORG,"{'place_id': 222964262, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 461307391, 'lat': '24.175443261081995', 'lon': '96.3338679308878', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.053378256656748266, 'addresstype': 'road', 'name': 'Tatmadaw Road', 'display_name': 'Tatmadaw Road, ကသာ, ကသာခရိုင်, စစ်ကိုင်းတိုင်း, 50204, မြန်မာ', 'boundingbox': ['24.1740089', '24.1772361', '96.3256039', '96.3424787']}"
1,National League for Democracy,ORG,"{'place_id': 222105927, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 909859922, 'lat': '22.33289705', 'lon': '96.81173272386827', 'class': 'office', 'type': 'political_party', 'place_rank': 30, 'importance': 4.367513542377382e-05, 'addresstype': 'office', 'name': 'National League For Democracy', 'display_name': 'National League For Democracy, Lower Myasanethar Road, ပန်ဟတ်ရပ်ကွက်, နောင်ချို, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ်, မြန်မာ', 'boundingbox': ['22.3328554', '22.3329382', '96.8117020', '96.8117633']}"
2,Khartoum,LOC,"{'place_id': 40009172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3851428, 'lat': '15.5635972', 'lon': '32.5349123', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.6250660990146281, 'addresstype': 'city', 'name': 'الخرطوم', 'display_name': 'الخرطوم, ولاية الخرطوم, السودان', 'boundingbox': ['15.3876532', '15.6168028', '32.4591493', '32.7122581']}"
